,id,class,is_athelete,grad_school,degree,time_between
1777,1334,2001,0,1,LAW,0
1778,1334,2001,0,1,STEM PhD,2
1779,1335,2007,1,0,NA,NA
1780,1336,2009,0,0,NA,NA
1781,1337,2015,1,0,NA,NA
1782,1338,2014,0,1,BUSINESS,3
1783,1338,2014,0,1,OTHER MS,2
1784,1339,2001,1,1,OTHER,7
1785,1340,2017,1,1,OTHER PhD,1
1786,1340,2017,1,1,STEM MS,6
1787,1340,2017,1,1,LAW,1
1788,1341,2007,0,0,NA,NA
1789,1342,2004,0,1,OTHER PhD,2
1790,1343,2018,1,0,NA,NA
1791,1344,2013,0,1,STEM MS,1
1792,1344,2013,0,1,LAW,2
1793,1345,2002,1,0,NA,NA
1794,1346,2002,1,0,NA,NA
1795,1347,2014,0,0,NA,NA
1796,1348,2019,1,1,MEDICAL,2
1797,1348,2019,1,1,OTHER PhD,14
1798,1348,2019,1,1,OTHER,2
1799,1348,2019,1,1,LAW,3
1800,1348,2019,1,1,LAW,1
1801,1349,2014,1,1,OTHER,6
1802,1350,2001,0,0,NA,NA
1803,1350,2001,0,0,NA,NA
1804,1351,2007,1,1,OTHER,5
1805,1352,2006,0,0,NA,NA
1806,1353,2019,0,1,OTHER,9
1807,1354,2012,0,1,OTHER MS,2
1808,1355,2007,1,0,NA,NA
1809,1355,2007,1,0,NA,NA
1810,1355,2007,1,0,NA,NA
1811,1356,2001,0,0,NA,NA
1812,1357,2008,0,1,OTHER MS,3
1813,1358,2017,0,1,OTHER,5
1814,1359,2003,1,0,NA,NA
1815,1360,2015,0,1,STEM PhD,2
1816,1361,2013,1,0,NA,NA
1817,1362,2018,1,1,OTHER,3
1818,1363,2018,1,1,OTHER MS,9
1819,1364,2006,1,0,NA,NA
1820,1365,2013,1,1,OTHER MS,4
1821,1365,2013,1,1,BUSINESS,2
1822,1366,2005,1,0,NA,NA
1823,1367,2011,1,1,MEDICAL,12
1824,1368,2002,1,0,NA,NA
1825,1369,2012,1,0,NA,NA
1826,1370,2018,1,0,NA,NA
1827,1370,2018,1,0,NA,NA
1828,1371,2008,1,0,NA,NA
1829,1372,2017,0,1,MEDICAL,1
1830,1373,2019,1,0,NA,NA
1831,1374,2009,0,0,NA,NA
1832,1375,2002,1,0,NA,NA
1833,1375,2002,1,0,NA,NA
1834,1376,2014,1,1,OTHER MS,2
1835,1377,2009,1,1,STEM MS,2
1836,1377,2009,1,1,NA,6
1837,1378,2014,0,0,NA,NA
1838,1379,2014,1,0,NA,NA
1839,1380,2019,1,1,OTHER MS,3
1840,1381,2011,0,1,LAW,2
1841,1381,2011,0,1,OTHER PhD,6
1842,1382,2011,0,0,NA,NA
1843,1383,2004,0,1,LAW,2
1844,1384,2009,0,0,NA,NA
1845,1384,2009,0,0,NA,NA
1846,1385,2011,1,0,NA,NA
1847,1386,2015,1,0,NA,NA
1848,1386,2015,1,0,NA,NA
1849,1387,2001,1,0,NA,NA
1850,1388,2013,0,0,NA,NA
1851,1389,2014,0,0,NA,NA
1852,1390,2002,1,0,NA,NA
1853,1390,2002,1,0,NA,NA
1854,1391,2004,0,1,OTHER,2
1855,1392,2010,0,0,NA,NA
1856,1392,2010,0,0,NA,NA
1857,1393,2012,1,0,NA,NA
1858,1394,2002,1,1,BUSINESS,2
1859,1395,2017,1,0,NA,NA
1860,1396,2012,0,1,STEM MS,2
1861,1396,2012,0,1,OTHER,4
1862,1396,2012,0,1,NA,2
1863,1396,2012,0,1,OTHER,5
1864,1397,2001,0,0,NA,NA
1865,1398,2002,0,0,NA,NA
1866,1399,2011,0,1,OTHER,8
1867,1400,2007,1,1,LAW,2
1868,1400,2007,1,1,OTHER,3
1869,1401,2012,1,0,NA,NA
1870,1401,2012,1,0,NA,NA
1871,1402,2017,0,0,NA,NA
1872,1403,2002,1,1,LAW,8
1873,1404,2004,1,0,NA,NA
1874,1405,2007,0,1,STEM MS,12
1875,1405,2007,0,1,OTHER PhD,5
1876,1406,2014,0,0,NA,NA
1877,1406,2014,0,0,NA,NA
1878,1407,2011,0,1,OTHER MS,5
1879,1408,2001,1,0,NA,NA
1880,1409,2007,1,0,NA,NA
1881,1410,2007,0,0,NA,NA
1882,1410,2007,0,0,NA,NA
1883,1411,2011,0,1,OTHER,5
1884,1412,2018,1,0,NA,NA
1885,1413,2019,0,0,NA,NA
1886,1414,2009,0,1,OTHER,3
1887,1414,2009,0,1,OTHER,4
1888,1414,2009,0,1,STEM MS,0
1889,1414,2009,0,1,OTHER,0
1890,1415,2002,0,0,NA,NA
1891,1416,2010,0,1,BUSINESS,2
1892,1417,2007,1,1,STEM PhD,1
1893,1418,2007,0,0,NA,NA
1894,1419,2014,0,0,NA,NA
1895,1420,2009,1,0,NA,NA
1896,1420,2009,1,0,NA,NA
1897,1421,2017,1,1,OTHER MS,4
1898,1422,2007,0,1,OTHER,3
1899,1423,2006,1,0,NA,NA
1900,1423,2006,1,0,NA,NA
1901,1424,2002,1,1,STEM MS,3
1902,1425,2004,0,0,NA,NA
1903,1426,2013,1,1,OTHER MS,3
1904,1427,2009,1,0,NA,NA
1905,1427,2009,1,0,NA,NA
1906,1428,2009,0,0,NA,NA
1907,1428,2009,0,0,NA,NA
1908,1428,2009,0,0,NA,NA
1909,1429,2003,0,0,NA,NA
1910,1430,2009,1,0,NA,NA
1911,1431,2013,0,0,NA,NA
1912,1431,2013,0,0,NA,NA
1913,1432,2011,0,1,STEM MS,6
1914,1432,2011,0,1,OTHER MS,5
1915,1433,2002,1,0,NA,NA
1916,1434,2017,1,0,NA,NA
1917,1434,2017,1,0,NA,NA
1918,1435,2019,1,0,NA,NA
1919,1435,2019,1,0,NA,NA
1920,1436,2008,0,0,NA,NA
1921,1436,2008,0,0,NA,NA
1922,1437,2012,0,0,NA,NA
1923,1438,2008,0,0,NA,NA
1924,1439,2016,0,0,NA,NA
1925,1440,2008,1,0,NA,NA
1926,1441,2009,0,0,NA,NA
1927,1441,2009,0,0,NA,NA
1928,1442,2009,1,0,NA,NA
1929,1442,2009,1,0,NA,NA
1930,1443,2001,0,1,MEDICAL,5
1931,1443,2001,0,1,MEDICAL,3
1932,1444,2011,0,0,NA,NA
1933,1445,2005,1,1,LAW,1
1934,1445,2005,1,1,LAW,1
1935,1446,2003,0,1,STEM PhD,6
1936,1447,2017,0,1,LAW,2
1937,1448,2006,0,0,NA,NA
1938,1449,2002,0,0,NA,NA
1939,1450,2003,1,1,LAW,7
1940,1451,2008,0,0,NA,NA
1941,1452,2006,0,1,LAW,2
1942,1453,2005,1,0,NA,NA
1943,1454,2016,1,1,OTHER MS,3
1944,1455,2012,0,1,OTHER MS,4
1945,1456,2011,1,0,NA,NA
1946,1456,2011,1,0,NA,NA
1947,1457,2001,1,0,NA,NA
1948,1457,2001,1,0,NA,NA
1949,1458,2016,0,0,NA,NA
1950,1459,2013,1,1,BUSINESS,5
1951,1460,2001,1,0,NA,NA
1952,1461,2001,1,0,NA,NA
1953,1462,2011,0,0,NA,NA
1954,1463,2001,1,1,NA,2
1955,1464,2006,1,0,NA,NA
1956,1465,2003,1,1,BUSINESS,2
1957,1466,2019,0,1,BUSINESS,2
1958,1467,2002,0,0,NA,NA
1959,1467,2002,0,0,NA,NA
1960,1468,2012,0,0,NA,NA
1961,1469,2016,1,0,NA,NA
1962,1470,2018,0,1,NA,4
1963,1471,2018,1,1,OTHER,7
1964,1472,2010,1,1,OTHER,6
1965,1473,2014,0,1,OTHER MS,3
1966,1474,2018,0,1,BUSINESS,1
1967,1475,2011,1,0,NA,NA
1968,1476,2013,1,1,OTHER MS,2
1969,1477,2017,0,0,NA,NA
1970,1478,2016,0,1,OTHER,4
1971,1479,2013,0,0,NA,NA
1972,1480,2008,0,1,OTHER,8
1973,1481,2013,0,0,NA,NA
1974,1482,2005,1,0,NA,NA
1975,1483,2014,0,1,BUSINESS,5
1976,1484,2018,1,1,OTHER,17
1977,1485,2017,1,0,NA,NA
1978,1486,2007,0,1,STEM MS,1
1979,1487,2015,0,0,NA,NA
1980,1488,2006,0,0,NA,NA
1981,1488,2006,0,0,NA,NA
1982,1488,2006,0,0,NA,NA
1983,1488,2006,0,0,NA,NA
1984,1489,2007,0,1,OTHER,3
1985,1490,2005,1,0,NA,NA
1986,1491,2005,0,0,NA,NA
1987,1492,2013,0,0,NA,NA
1988,1493,2002,1,1,OTHER MS,3
1989,1494,2005,1,0,NA,NA
1990,1495,2006,1,1,MEDICAL,2
1991,1496,2006,1,1,LAW,11
1992,1497,2011,1,1,OTHER,2
1993,1498,2012,1,1,OTHER,4
1994,1499,2018,1,1,STEM MS,10
1995,1500,2012,1,0,NA,NA
1996,1501,2017,0,0,NA,NA
1997,1501,2017,0,0,NA,NA
1998,1502,2006,0,0,NA,NA
1999,1503,2009,1,0,NA,NA
2000,1504,2010,1,1,LAW,2
2001,1505,2007,0,0,NA,NA
2002,1505,2007,0,0,NA,NA
2003,1506,2004,0,0,NA,NA
2004,1506,2004,0,0,NA,NA
2005,1507,2008,1,0,NA,NA
2006,1508,2010,0,1,OTHER PhD,4
2007,1509,2016,1,1,LAW,1
2008,1510,2016,0,1,MEDICAL,3
2009,1511,2018,1,0,NA,NA
2010,1512,2002,0,1,OTHER,15
2011,1513,2010,0,1,NA,9
2012,1514,2009,0,1,OTHER,3
2013,1515,2008,1,1,NA,6
2014,1516,2017,0,1,OTHER,1
2015,1517,2005,1,0,NA,NA
2016,1517,2005,1,0,NA,NA
2017,1518,2012,0,0,NA,NA
2018,1519,2012,0,1,OTHER MS,3
2019,1519,2012,0,1,OTHER,6
2020,1520,2003,0,1,BUSINESS,9
2021,1521,2010,1,0,NA,NA
2022,1521,2010,1,0,NA,NA
2023,1522,2010,0,1,OTHER PhD,6
2024,1523,2017,1,1,STEM MS,6
2025,1524,2007,1,0,NA,NA
2026,1524,2007,1,0,NA,NA
2027,1524,2007,1,0,NA,NA
2028,1524,2007,1,0,NA,NA
2029,1525,2004,0,1,LAW,8
2030,1526,2016,0,0,NA,NA
2031,1527,2012,1,0,NA,NA
2032,1528,2016,0,0,NA,NA
2033,1529,2013,1,0,NA,NA
2034,1530,2017,0,0,NA,NA
2035,1531,2011,0,0,NA,NA
2036,1532,2012,0,0,NA,NA
2037,1532,2012,0,0,NA,NA
2038,1533,2005,0,1,OTHER,1
2039,1534,2014,0,0,NA,NA
2040,1534,2014,0,0,NA,NA
2041,1535,2008,0,0,NA,NA
2042,1535,2008,0,0,NA,NA
2043,1536,2010,1,0,NA,NA
2044,1537,2006,0,1,STEM MS,0
2045,1538,2010,1,1,OTHER MS,5
2046,1539,2019,0,1,OTHER MS,1
2047,1540,2007,1,1,MEDICAL,9
2048,1541,2016,0,1,STEM PhD,2
2049,1541,2016,0,1,OTHER,2
2050,1542,2009,0,1,OTHER PhD,3
2051,1543,2004,1,1,MEDICAL,4
2052,1543,2004,1,1,OTHER MS,2
2053,1544,2005,1,1,BUSINESS,4
2054,1545,2008,0,1,BUSINESS,4
2055,1546,2009,0,0,NA,NA
2056,1547,2015,0,1,LAW,2
2057,1548,2014,1,0,NA,NA
2058,1548,2014,1,0,NA,NA
2059,1548,2014,1,0,NA,NA
2060,1549,2008,1,1,LAW,1
2061,1549,2008,1,1,OTHER MS,3
2062,1550,2001,1,1,MEDICAL,5
2063,1551,2001,0,0,NA,NA
2064,1552,2004,1,1,OTHER,4
2065,1553,2017,0,1,LAW,16
2066,1554,2016,0,1,STEM MS,3
2067,1555,2017,0,1,MEDICAL,3
2068,1556,2014,1,0,NA,NA
2069,1557,2010,1,0,NA,NA
2070,1558,2009,0,1,OTHER,2
2071,1559,2014,1,0,NA,NA
2072,1559,2014,1,0,NA,NA
2073,1560,2005,0,0,NA,NA
2074,1561,2012,0,1,NA,1
2075,1562,2001,0,0,NA,NA
2076,1563,2008,1,1,OTHER,2
2077,1563,2008,1,1,STEM PhD,1
2078,1564,2008,1,0,NA,NA
2079,1564,2008,1,0,NA,NA
2080,1565,2018,1,1,OTHER,1
2081,1566,2009,0,1,LAW,7
2082,1567,2002,0,1,OTHER MS,4
2083,1567,2002,0,1,BUSINESS,6
2084,1568,2002,0,0,NA,NA
2085,1569,2006,0,0,NA,NA
2086,1570,2003,0,0,NA,NA
2087,1570,2003,0,0,NA,NA
2088,1571,2001,1,0,NA,NA
2089,1572,2001,0,1,OTHER,6
2090,1573,2004,1,1,BUSINESS,14
2091,1573,2004,1,1,OTHER PhD,4
2092,1573,2004,1,1,OTHER MS,3
2093,1574,2016,1,1,BUSINESS,4
2094,1575,2019,1,0,NA,NA
2095,1576,2011,1,1,OTHER MS,1
2096,1577,2019,0,1,OTHER,1
2097,1578,2012,1,1,OTHER,3
2098,1578,2012,1,1,STEM MS,8
2099,1579,2011,0,0,NA,NA
2100,1579,2011,0,0,NA,NA
2101,1580,2013,0,0,NA,NA
2102,1581,2014,1,0,NA,NA
2103,1582,2019,1,0,NA,NA
2104,1582,2019,1,0,NA,NA
2105,1582,2019,1,0,NA,NA
2106,1583,2014,1,0,NA,NA
2107,1584,2003,0,1,OTHER,2
2108,1585,2009,0,0,NA,NA
2109,1585,2009,0,0,NA,NA
2110,1586,2003,0,1,LAW,2
2111,1587,2015,0,0,NA,NA
2112,1588,2005,0,0,NA,NA
2113,1588,2005,0,0,NA,NA
2114,1589,2001,0,1,LAW,7
2115,1589,2001,0,1,STEM MS,6
2116,1590,2003,1,1,LAW,3
2117,1590,2003,1,1,MEDICAL,6
2118,1590,2003,1,1,LAW,10
2119,1591,2002,1,1,LAW,0
2120,1592,2011,0,0,NA,NA
2121,1593,2007,0,0,NA,NA
2122,1593,2007,0,0,NA,NA
2123,1594,2014,1,1,OTHER MS,2
2124,1594,2014,1,1,OTHER MS,2
2125,1595,2015,0,0,NA,NA
2126,1596,2009,0,0,NA,NA
2127,1597,2016,1,0,NA,NA
2128,1598,2018,1,0,NA,NA
2129,1598,2018,1,0,NA,NA
2130,1598,2018,1,0,NA,NA
2131,1599,2005,1,0,NA,NA
2132,1600,2018,1,1,LAW,15
2133,1601,2002,1,1,OTHER MS,2
2134,1602,2014,0,0,NA,NA
2135,1603,2019,1,1,BUSINESS,0
2136,1604,2014,1,1,STEM MS,5
2137,1605,2009,0,0,NA,NA
2138,1606,2019,0,0,NA,NA
2139,1607,2019,1,0,NA,NA
2140,1608,2006,0,1,OTHER MS,3
2141,1608,2006,0,1,OTHER,2
2142,1609,2006,1,0,NA,NA
2143,1610,2016,1,0,NA,NA
2144,1610,2016,1,0,NA,NA
2145,1610,2016,1,0,NA,NA
2146,1611,2009,0,0,NA,NA
2147,1612,2012,1,1,STEM PhD,8
2148,1613,2010,0,0,NA,NA
2149,1613,2010,0,0,NA,NA
2150,1614,2006,1,0,NA,NA
2151,1614,2006,1,0,NA,NA
2152,1615,2013,0,1,BUSINESS,2
2153,1616,2018,0,1,MEDICAL,1
2154,1617,2009,1,0,NA,NA
2155,1617,2009,1,0,NA,NA
2156,1618,2002,0,1,LAW,7
2157,1619,2019,1,1,LAW,2
2158,1620,2010,0,1,OTHER,2
2159,1621,2001,0,0,NA,NA
2160,1622,2007,1,0,NA,NA
2161,1623,2018,1,0,NA,NA
2162,1624,2016,1,0,NA,NA
2163,1625,2010,0,0,NA,NA
2164,1626,2019,0,1,OTHER,4
2165,1627,2019,0,1,BUSINESS,3
2166,1628,2003,0,1,LAW,1
2167,1629,2019,1,0,NA,NA
2168,1630,2007,0,0,NA,NA
2169,1630,2007,0,0,NA,NA
2170,1630,2007,0,0,NA,NA
2171,1630,2007,0,0,NA,NA
2172,1631,2011,1,0,NA,NA
2173,1632,2002,1,0,NA,NA
2174,1632,2002,1,0,NA,NA
2175,1633,2017,0,1,LAW,6
2176,1634,2010,0,1,OTHER MS,3
2177,1634,2010,0,1,OTHER MS,2
2178,1635,2010,0,1,OTHER,2
2179,1636,2003,1,1,BUSINESS,3
2180,1637,2002,1,0,NA,NA
2181,1637,2002,1,0,NA,NA
2182,1637,2002,1,0,NA,NA
2183,1638,2016,0,0,NA,NA
2184,1639,2001,0,0,NA,NA
2185,1640,2004,0,0,NA,NA
2186,1641,2013,1,1,MEDICAL,6
2187,1642,2019,1,1,OTHER,1
2188,1643,2006,0,1,OTHER MS,1
2189,1644,2008,1,1,OTHER MS,4
2190,1644,2008,1,1,OTHER MS,2
2191,1644,2008,1,1,MEDICAL,2
2192,1644,2008,1,1,OTHER,7
2193,1645,2003,0,0,NA,NA
2194,1646,2003,1,1,OTHER MS,1
2195,1647,2004,1,0,NA,NA
2196,1648,2016,1,0,NA,NA
2197,1649,2016,0,0,NA,NA
2198,1650,2013,0,0,NA,NA
2199,1651,2004,1,0,NA,NA
2200,1652,2002,1,0,NA,NA
2201,1652,2002,1,0,NA,NA
2202,1652,2002,1,0,NA,NA
2203,1653,2009,1,0,NA,NA
2204,1654,2003,1,1,MEDICAL,2
2205,1655,2018,0,0,NA,NA
2206,1656,2003,1,0,NA,NA
2207,1657,2004,0,1,STEM PhD,6
2208,1658,2018,1,0,NA,NA
2209,1658,2018,1,0,NA,NA
2210,1659,2001,0,0,NA,NA
2211,1660,2012,0,1,MEDICAL,4
2212,1660,2012,0,1,OTHER MS,2
2213,1661,2015,1,0,NA,NA
2214,1662,2004,1,0,NA,NA
2215,1663,2013,0,1,OTHER,1
2216,1664,2014,1,1,BUSINESS,2
2217,1665,2009,1,1,OTHER,0
2218,1666,2018,1,0,NA,NA
2219,1667,2017,1,0,NA,NA
2220,1668,2019,1,1,MEDICAL,4
2221,1668,2019,1,1,STEM MS,1
2222,1669,2009,0,1,NA,3
2223,1670,2007,0,1,OTHER,10
2224,1671,2014,0,1,LAW,8
2225,1672,2014,1,1,LAW,4
2226,1673,2002,0,1,LAW,11
2227,1674,2018,0,1,MEDICAL,3
2228,1675,2011,1,1,MEDICAL,3
2229,1676,2008,1,0,NA,NA
2230,1677,2010,1,0,NA,NA
2231,1678,2008,1,0,NA,NA
2232,1679,2003,1,1,STEM MS,7
2233,1680,2017,0,1,MEDICAL,4
2234,1680,2017,0,1,OTHER MS,4
2235,1680,2017,0,1,STEM MS,3
2236,1681,2004,1,0,NA,NA
2237,1682,2003,1,0,NA,NA
2238,1683,2013,1,0,NA,NA
2239,1684,2016,1,1,MEDICAL,1
2240,1685,2005,1,0,NA,NA
2241,1685,2005,1,0,NA,NA
2242,1686,2011,1,0,NA,NA
2243,1687,2006,1,1,LAW,3
2244,1688,2004,1,1,STEM PhD,4
2245,1689,2019,1,0,NA,NA
2246,1690,2015,0,1,STEM MS,4
2247,1691,2005,0,1,OTHER,3
2248,1691,2005,0,1,NA,4
2249,1692,2009,0,0,NA,NA
2250,1693,2011,0,0,NA,NA
2251,1693,2011,0,0,NA,NA
2252,1693,2011,0,0,NA,NA
2253,1694,2005,0,1,STEM MS,19
2254,1695,2011,0,1,OTHER,3
2255,1696,2006,1,0,NA,NA
2256,1697,2016,0,1,STEM MS,0
2257,1697,2016,0,1,OTHER,6
2258,1698,2003,0,0,NA,NA
2259,1699,2010,0,0,NA,NA
2260,1699,2010,0,0,NA,NA
2261,1700,2016,0,0,NA,NA
2262,1701,2015,0,1,LAW,2
2263,1702,2006,1,0,NA,NA
2264,1703,2010,0,1,OTHER,3
2265,1703,2010,0,1,BUSINESS,4
2266,1703,2010,0,1,MEDICAL,5
2267,1704,2014,1,1,MEDICAL,4
2268,1705,2018,0,1,OTHER PhD,4
2269,1706,2008,1,0,NA,NA
2270,1707,2010,0,0,NA,NA
2271,1708,2018,0,0,NA,NA
2272,1709,2002,0,0,NA,NA
2273,1710,2008,0,1,LAW,4
2274,1710,2008,0,1,STEM MS,1
2275,1710,2008,0,1,OTHER,3
2276,1711,2002,1,1,BUSINESS,7
2277,1712,2011,0,1,STEM MS,6
2278,1713,2008,0,0,NA,NA
2279,1714,2014,0,1,STEM MS,3
2280,1715,2019,0,0,NA,NA
2281,1716,2017,1,0,NA,NA
2282,1717,2013,1,1,OTHER,1
2283,1718,2011,0,0,NA,NA
2284,1719,2010,1,0,NA,NA
2285,1720,2001,1,1,BUSINESS,6
2286,1721,2017,0,0,NA,NA
2287,1721,2017,0,0,NA,NA
2288,1722,2005,0,0,NA,NA
2289,1723,2006,1,0,NA,NA
2290,1724,2011,1,0,NA,NA
2291,1725,2005,1,0,NA,NA
2292,1726,2012,1,1,OTHER,14
2293,1727,2009,1,1,STEM MS,4
2294,1727,2009,1,1,OTHER,3
2295,1728,2005,1,1,LAW,2
2296,1728,2005,1,1,OTHER MS,2
2297,1729,2019,0,1,STEM PhD,11
2298,1729,2019,0,1,BUSINESS,4
2299,1730,2019,0,0,NA,NA
2300,1730,2019,0,0,NA,NA
2301,1731,2008,0,1,LAW,3
2302,1732,2012,1,1,OTHER,4
2303,1733,2010,0,1,NA,9
2304,1734,2016,0,1,OTHER,6
2305,1735,2009,0,0,NA,NA
2306,1736,2018,0,0,NA,NA
2307,1736,2018,0,0,NA,NA
2308,1737,2013,0,1,BUSINESS,2
2309,1737,2013,0,1,OTHER,19
2310,1738,2005,0,0,NA,NA
2311,1738,2005,0,0,NA,NA
2312,1739,2006,0,0,NA,NA
2313,1740,2013,1,1,OTHER MS,11
2314,1741,2017,0,0,NA,NA
2315,1742,2009,1,0,NA,NA
2316,1743,2014,0,1,LAW,2
2317,1743,2014,0,1,NA,7
2318,1744,2002,0,1,LAW,2
2319,1745,2001,1,1,OTHER,11
2320,1746,2011,1,0,NA,NA
2321,1747,2003,1,0,NA,NA
2322,1748,2012,1,0,NA,NA
2323,1749,2017,1,0,NA,NA
2324,1750,2007,0,0,NA,NA
2325,1750,2007,0,0,NA,NA
2326,1751,2007,0,1,OTHER MS,4
2327,1752,2009,0,1,OTHER MS,6
2328,1753,2018,1,1,NA,2
2329,1753,2018,1,1,STEM PhD,2
2330,1753,2018,1,1,OTHER,3
2331,1753,2018,1,1,LAW,1
2332,1753,2018,1,1,BUSINESS,10
2333,1753,2018,1,1,STEM MS,2
2334,1754,2019,1,1,STEM MS,7
2335,1755,2009,0,1,OTHER MS,11
2336,1755,2009,0,1,OTHER MS,2
2337,1756,2016,1,0,NA,NA
2338,1756,2016,1,0,NA,NA
2339,1757,2019,1,1,BUSINESS,0
2340,1758,2010,1,1,BUSINESS,1
2341,1758,2010,1,1,MEDICAL,1
2342,1759,2005,1,0,NA,NA
2343,1760,2012,1,1,OTHER MS,3
2344,1761,2004,0,0,NA,NA
2345,1762,2016,1,1,MEDICAL,12
2346,1763,2010,1,1,OTHER,0
2347,1764,2005,1,1,STEM PhD,3
2348,1765,2013,1,0,NA,NA
2349,1766,2004,0,1,OTHER PhD,3
2350,1767,2011,0,0,NA,NA
2351,1767,2011,0,0,NA,NA
2352,1768,2015,1,0,NA,NA
2353,1768,2015,1,0,NA,NA
2354,1768,2015,1,0,NA,NA
2355,1769,2014,1,0,NA,NA
2356,1769,2014,1,0,NA,NA
2357,1770,2009,0,1,STEM MS,2
2358,1771,2016,0,1,OTHER,1
2359,1771,2016,0,1,LAW,6
2360,1772,2018,1,0,NA,NA
2361,1773,2002,1,1,LAW,2
2362,1774,2004,1,1,OTHER MS,7
2363,1774,2004,1,1,OTHER,3
2364,1774,2004,1,1,OTHER MS,3
2365,1775,2003,0,0,NA,NA
2366,1775,2003,0,0,NA,NA
2367,1775,2003,0,0,NA,NA
2368,1776,2005,1,0,NA,NA
2369,1777,2004,0,0,NA,NA
2370,1778,2013,0,1,OTHER MS,1
2371,1778,2013,0,1,LAW,3
2372,1779,2015,1,1,LAW,3
2373,1780,2019,1,1,BUSINESS,2
2374,1780,2019,1,1,OTHER MS,12
2375,1781,2010,0,1,BUSINESS,3
2376,1782,2003,0,1,NA,7
2377,1783,2015,1,0,NA,NA
2378,1783,2015,1,0,NA,NA
2379,1784,2018,1,0,NA,NA
2380,1785,2016,1,0,NA,NA
2381,1786,2012,1,0,NA,NA
2382,1786,2012,1,0,NA,NA
2383,1787,2012,0,0,NA,NA
2384,1787,2012,0,0,NA,NA
2385,1788,2008,0,1,LAW,0
2386,1789,2013,0,1,BUSINESS,5
2387,1790,2008,0,1,OTHER,7
2388,1791,2002,0,0,NA,NA
2389,1791,2002,0,0,NA,NA
2390,1791,2002,0,0,NA,NA
2391,1792,2005,0,1,OTHER,8
2392,1793,2019,0,0,NA,NA
2393,1793,2019,0,0,NA,NA
2394,1793,2019,0,0,NA,NA
2395,1794,2005,1,0,NA,NA
2396,1795,2015,0,1,LAW,0
2397,1796,2010,0,0,NA,NA
2398,1797,2019,1,1,OTHER,4
2399,1798,2011,0,1,OTHER MS,3
2400,1798,2011,0,1,STEM PhD,3
2401,1799,2015,1,1,OTHER MS,2
2402,1800,2015,1,1,LAW,13
2403,1801,2005,1,0,NA,NA
2404,1802,2013,0,1,OTHER PhD,2
2405,1802,2013,0,1,OTHER MS,4
2406,1803,2017,1,0,NA,NA
2407,1804,2005,0,1,BUSINESS,4
2408,1804,2005,0,1,OTHER MS,2
2409,1805,2005,1,0,NA,NA
2410,1805,2005,1,0,NA,NA
2411,1806,2002,1,0,NA,NA
2412,1807,2009,0,1,OTHER MS,1
2413,1808,2012,0,0,NA,NA
2414,1808,2012,0,0,NA,NA
2415,1809,2013,0,1,NA,5
2416,1810,2017,0,1,NA,4
2417,1811,2004,1,0,NA,NA
2418,1812,2009,0,0,NA,NA
2419,1813,2011,0,0,NA,NA
2420,1813,2011,0,0,NA,NA
2421,1814,2002,0,1,BUSINESS,3
2422,1815,2016,1,1,BUSINESS,1
2423,1815,2016,1,1,NA,2
2424,1816,2001,0,1,LAW,2
2425,1817,2010,0,1,LAW,11
2426,1817,2010,0,1,OTHER PhD,4
2427,1817,2010,0,1,LAW,6
2428,1818,2011,1,0,NA,NA
2429,1818,2011,1,0,NA,NA
2430,1819,2004,1,1,OTHER,3
2431,1820,2003,1,0,NA,NA
2432,1820,2003,1,0,NA,NA
2433,1821,2010,1,0,NA,NA
2434,1821,2010,1,0,NA,NA
2435,1822,2007,1,1,OTHER,3
2436,1823,2005,1,1,MEDICAL,2
2437,1824,2019,0,1,LAW,8
2438,1825,2015,1,0,NA,NA
2439,1825,2015,1,0,NA,NA
2440,1825,2015,1,0,NA,NA
2441,1826,2004,1,0,NA,NA
2442,1827,2002,1,0,NA,NA
2443,1828,2016,0,0,NA,NA
2444,1829,2004,0,0,NA,NA
2445,1830,2003,0,0,NA,NA
2446,1830,2003,0,0,NA,NA
2447,1831,2004,0,1,LAW,1
2448,1831,2004,0,1,OTHER,15
2449,1831,2004,0,1,OTHER MS,4
2450,1831,2004,0,1,MEDICAL,2
2451,1832,2015,0,0,NA,NA
2452,1833,2002,0,1,OTHER,1
2453,1834,2017,0,1,NA,10
2454,1835,2008,1,1,OTHER,3
2455,1836,2003,0,0,NA,NA
2456,1837,2003,1,0,NA,NA
2457,1838,2011,0,1,MEDICAL,12
2458,1838,2011,0,1,OTHER PhD,3
2459,1838,2011,0,1,BUSINESS,4
2460,1839,2002,0,1,LAW,2
2461,1840,2009,1,1,OTHER,0
2462,1840,2009,1,1,BUSINESS,2
2463,1841,2014,0,1,BUSINESS,5
2464,1841,2014,0,1,STEM MS,1
2465,1842,2019,1,0,NA,NA
2466,1843,2006,1,0,NA,NA
2467,1844,2011,1,1,STEM PhD,1
2468,1845,2019,0,1,LAW,6
2469,1846,2018,1,1,MEDICAL,2
2470,1847,2002,0,0,NA,NA
2471,1848,2006,1,1,OTHER PhD,5
2472,1849,2009,1,1,OTHER PhD,2
2473,1850,2005,1,0,NA,NA
2474,1851,2015,1,1,LAW,1
2475,1852,2003,1,0,NA,NA
2476,1852,2003,1,0,NA,NA
2477,1852,2003,1,0,NA,NA
2478,1853,2004,1,1,OTHER,3
2479,1853,2004,1,1,LAW,2
2480,1854,2007,0,1,BUSINESS,2
